"langname","area","active","alert","attentive","enthusiastic","excited","interested","proud","happy","joyful","delighted","cheerful","lively","energetic","strong","confident","bold","daring","fearless","afraid","scared","nervous","jittery","irritable","hostile","guilty","ashamed","upset","distressed","frightened","shaky","angry","disgusted","sad","lonely","dictsize"
"French","Eurasia",48,13,10,0,18,19,18,66,0,10,0,18,0,93,11,72,14,0,28,0,20,0,19,19,30,11,56,9,12,9,31,0,29,8,39963
"French","Eurasia",48,15,0,11,21,16,24,67,0,17,17,29,0,82,0,40,0,0,29,11,20,0,16,23,42,11,66,0,12,13,33,0,28,0,42096
"French","Eurasia",50,13,11,0,19,19,19,61,0,0,0,20,0,95,0,76,15,0,26,0,24,0,19,21,35,11,49,0,15,0,26,0,28,0,42473
"Spanish","Eurasia",0,7,4,5,12,7,8,26,0,5,4,8,0,23,0,7,13,5,6,6,10,0,9,0,12,5,28,0,6,0,25,0,19,0,11126
"Portuguese","Eurasia",5,5,3,8,10,4,5,24,0,5,9,8,5,25,5,4,5,0,11,3,8,0,4,4,8,6,28,0,4,0,18,0,8,0,9078
"French","Eurasia",5,9,8,7,4,0,7,42,0,0,9,10,0,10,5,6,5,0,8,7,13,0,4,7,12,4,20,0,5,0,25,0,9,4,12481
"German","Eurasia",5,9,0,7,4,14,6,36,0,4,9,18,0,26,5,5,5,0,14,13,13,0,4,5,8,7,15,0,8,4,24,0,5,4,11171
"French","Eurasia",46,13,11,0,18,18,19,56,0,9,0,20,0,94,9,41,14,0,26,0,22,0,19,21,34,10,50,8,14,9,25,0,27,0,38587
"Spanish","Eurasia",16,14,0,12,22,14,19,66,0,11,11,25,11,89,0,16,20,7,35,18,20,0,21,0,21,18,65,7,21,8,58,0,44,7,27270
"French","Eurasia",6,2,0,0,0,0,1,6,0,0,0,1,0,6,0,0,0,0,2,1,1,2,0,0,5,0,5,0,0,2,2,0,1,0,5305
"German","Eurasia",43,17,9,17,51,12,14,44,0,17,7,18,0,872,0,21,0,0,39,10,13,0,0,10,12,0,25,8,28,0,40,0,27,13,30612
"French","Eurasia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6523
"Hawaiian","Papunesia",32,14,0,0,16,0,37,34,6,10,0,8,9,153,0,21,9,10,16,0,7,0,0,0,14,12,14,0,22,5,54,0,18,9,29395
"Hawaiian","Papunesia",29,13,0,0,13,0,28,24,6,8,0,6,6,132,0,17,9,9,10,0,4,0,0,0,7,10,12,4,20,0,43,0,14,8,24072
"French","Eurasia",24,8,13,0,9,0,30,25,0,10,12,23,0,49,15,56,16,0,17,0,11,0,15,10,29,10,20,0,10,0,29,0,45,9,28073
"French","Eurasia",15,0,0,0,0,0,36,20,0,0,11,27,0,39,8,34,10,0,11,0,9,0,8,8,24,9,13,0,7,0,24,0,28,7,24220
"French","Eurasia",27,9,15,0,11,0,22,25,0,13,10,28,0,48,10,37,16,0,16,0,11,0,23,15,32,12,35,0,11,0,28,0,26,0,29662
"French","Eurasia",40,0,0,0,0,21,28,76,0,10,0,0,0,121,8,31,8,0,20,0,16,0,14,29,47,7,21,7,16,0,29,0,29,0,47135
"Russian","Eurasia",8,12,3,0,5,5,13,21,0,6,4,10,0,32,0,19,11,3,11,0,0,0,3,4,13,7,8,6,8,0,30,0,24,4,11238
"Hindi","Eurasia",12,12,3,6,6,2,18,33,2,9,4,2,2,37,0,3,21,10,12,0,0,0,0,0,8,7,14,7,3,3,52,5,24,12,8240
"Hindi","Eurasia",9,12,5,0,4,0,9,23,0,12,3,0,5,30,0,7,7,7,3,0,4,0,2,6,5,6,0,9,8,0,14,2,5,4,6462
"Portuguese","Eurasia",8,8,4,4,7,0,6,5,0,0,3,3,0,8,0,12,7,4,5,0,7,0,5,3,4,3,12,0,3,0,10,0,8,0,6893
"Ho","Eurasia",2,4,0,0,17,0,4,2,2,0,0,0,0,50,0,0,0,0,4,3,1,0,0,1,1,1,0,0,5,0,17,1,6,2,8775
"Spanish","Eurasia",18,12,0,9,14,8,40,26,0,0,13,18,8,84,0,45,18,0,16,16,15,0,16,0,14,10,89,0,15,0,48,0,21,0,29119
"Danish","Eurasia",8,5,4,0,0,3,7,7,3,3,6,4,0,10,3,12,4,2,6,3,2,0,4,3,6,5,8,0,0,0,5,0,8,0,6337
"Hungarian","Eurasia",8,0,6,7,0,6,15,12,0,0,6,7,0,20,0,15,4,0,12,0,6,0,5,8,9,7,11,0,0,7,27,11,15,0,11118
"Hungarian","Eurasia",17,9,0,9,7,10,6,24,0,10,9,20,0,27,0,14,8,0,20,10,12,0,0,5,21,8,18,0,11,0,22,6,19,0,15695
"Japanese","Eurasia",11,0,0,3,4,2,21,44,3,0,2,0,0,27,2,33,1,0,9,0,0,0,0,0,2,2,0,3,5,0,14,0,12,0,7999
"Tuwali Ifugao","Papunesia",16,3,8,0,5,0,2,4,2,0,0,2,0,105,1,16,3,0,15,0,1,0,0,3,5,16,0,0,7,0,27,4,3,3,12591
"Igbo","Africa",4,1,0,0,0,0,0,2,0,0,3,3,0,22,0,1,4,2,4,3,0,0,0,3,10,2,0,0,2,0,4,1,4,0,6064
"Italian","Eurasia",19,6,0,0,21,8,22,53,7,11,8,15,0,57,0,22,11,0,21,8,14,0,0,0,24,12,41,0,11,0,41,0,40,8,24120
"Iloko","Papunesia",24,21,10,8,9,13,27,38,0,0,0,21,0,126,0,9,14,0,25,9,0,0,8,0,8,10,20,0,13,12,47,10,33,9,22842
"Iloko","Papunesia",16,12,3,0,0,0,15,3,3,0,4,11,0,51,0,7,6,0,7,0,0,0,5,0,0,0,10,3,7,6,19,2,10,0,12388
"Turkish","Eurasia",8,3,0,0,0,2,5,3,0,0,0,6,0,17,0,6,0,0,2,0,5,0,0,0,7,0,2,0,0,0,4,0,17,0,5971
"Japanese","Eurasia",20,0,0,5,17,10,18,31,9,7,10,8,0,64,0,24,12,0,18,0,8,0,0,0,8,9,12,0,8,5,19,9,19,12,18883
"Japanese","Eurasia",70,0,0,0,40,0,60,56,17,22,39,44,29,218,0,43,29,0,61,0,25,0,15,0,40,48,23,0,33,18,76,17,61,55,62561
"Japanese","Eurasia",29,0,0,0,22,0,17,29,9,18,19,12,6,80,0,17,18,6,29,0,9,0,6,6,24,28,6,8,14,0,38,9,32,17,26477
"French","Eurasia",15,0,9,0,6,0,25,8,0,0,9,17,0,27,8,22,7,0,0,0,0,0,12,12,10,10,15,0,0,0,25,0,10,7,22600
"Italian","Eurasia",11,0,4,0,0,0,42,20,7,0,9,9,0,33,0,30,0,0,7,0,5,0,0,3,8,0,0,5,5,0,44,0,12,3,11345
"Italian","Eurasia",10,0,4,0,0,0,40,19,8,0,8,10,0,32,0,20,0,0,6,0,5,0,0,3,6,0,0,0,4,0,38,0,12,3,10666
"Yabem","Papunesia",7,6,0,0,28,4,5,17,2,0,2,15,15,151,5,7,2,0,40,0,5,0,0,14,11,37,7,2,12,6,43,10,18,5,17206
"Japanese","Eurasia",22,0,0,0,13,0,9,14,6,4,12,12,0,44,0,23,10,6,15,0,3,0,4,4,7,26,4,7,3,3,25,7,18,7,13357
"Japanese","Eurasia",22,0,0,0,13,0,9,15,8,4,13,11,0,43,0,23,10,6,15,0,3,0,4,4,7,25,5,7,3,3,25,7,19,7,13264
"Japanese","Eurasia",7,0,0,0,3,1,6,6,1,0,2,3,2,9,0,5,1,1,15,0,1,0,1,4,2,2,0,0,9,0,5,2,8,5,5347
"Mandarin Chinese","Eurasia",10,6,8,14,5,8,10,64,4,13,8,22,12,119,4,25,10,6,34,10,15,0,0,8,14,11,6,6,16,0,27,0,13,0,18984
"Mandarin Chinese","Eurasia",10,6,8,14,5,8,11,64,0,13,8,22,12,119,0,21,10,6,34,10,15,0,0,8,14,11,6,6,16,0,27,0,13,0,19036
"Mandarin Chinese","Eurasia",10,14,0,7,19,0,17,88,8,0,10,26,12,123,0,30,7,10,29,17,16,0,0,8,42,23,17,0,0,0,30,0,30,22,23637
"Urdu","Eurasia",57,19,36,0,0,8,53,58,10,29,34,6,0,89,9,33,6,20,18,0,0,0,0,0,6,34,0,58,18,0,50,16,52,8,23414
"Tamil","Eurasia",17,0,4,0,0,3,49,16,6,4,12,0,0,92,0,18,9,0,13,4,0,0,0,5,9,8,3,15,9,0,73,8,11,5,20321
"Burmese","Eurasia",6,0,0,0,0,0,10,7,6,0,0,0,0,35,0,9,2,0,3,0,1,0,5,0,5,7,0,10,7,0,19,4,2,0,9044
"Burmese","Eurasia",15,0,0,0,0,0,21,16,7,0,4,0,0,66,0,14,0,0,7,0,6,0,7,0,13,8,0,20,11,0,27,4,5,0,14634
"German","Eurasia",17,0,5,5,0,0,6,8,0,0,6,7,5,16,0,18,5,0,10,0,8,0,6,6,11,0,8,0,0,0,21,0,16,0,8305
"Italian","Eurasia",3,2,4,2,0,0,20,0,4,0,4,8,2,21,0,27,4,0,3,0,5,0,4,4,3,0,6,0,0,0,19,0,9,0,6338
"Afrikaans","Africa",5,7,5,0,0,0,9,4,0,4,8,7,4,12,3,12,5,4,13,0,8,0,4,0,0,0,14,0,4,0,11,0,11,5,6983
"Afrikaans","Africa",5,4,4,0,3,0,9,4,3,3,7,5,4,11,3,10,4,0,10,0,6,0,4,3,0,3,10,0,0,0,8,0,11,5,5485
"Assamese","Eurasia",3,4,0,0,0,0,10,5,0,2,0,8,0,31,2,8,2,2,0,0,7,0,3,5,4,0,8,0,0,0,3,0,9,3,5389
"Coastal Kadazan","Papunesia",48,2,8,0,4,0,6,8,5,4,3,0,2,33,0,14,5,0,21,0,0,0,0,2,0,13,12,0,3,0,17,0,13,4,7801
"Maithili","Eurasia",23,11,15,0,8,4,0,10,0,0,4,0,6,43,7,21,3,6,0,0,3,0,0,0,0,11,0,6,3,4,16,3,24,19,11301
"Indonesian","Papunesia",15,0,10,4,10,4,34,11,0,0,14,12,13,31,0,10,0,0,23,0,24,0,0,3,6,11,19,3,13,10,40,0,18,14,10754
"Indonesian","Papunesia",21,14,7,10,8,15,35,39,0,0,19,13,11,91,0,9,0,0,45,10,28,0,0,7,9,14,33,0,19,6,74,0,33,13,22692
"Standard Malay","Eurasia",18,18,0,11,21,45,17,87,0,12,26,20,11,191,15,18,11,0,43,11,36,0,0,22,35,0,57,0,33,0,94,0,35,21,37818
"Standard Malay","Eurasia",12,4,5,4,2,5,19,9,2,0,15,6,8,18,0,7,0,3,8,0,6,0,3,2,6,0,10,0,4,6,26,0,13,5,7298
"Baram Kayan","Papunesia",11,2,0,0,5,0,10,34,2,0,0,3,11,96,2,16,2,0,19,0,10,0,7,7,0,9,17,0,8,0,64,0,15,7,10540
"Baram Kayan","Papunesia",11,3,0,0,6,0,10,35,2,0,0,3,10,101,2,19,0,0,21,0,10,0,6,7,0,12,19,3,8,0,71,0,15,6,12070
"Kazakh","Eurasia",7,3,6,0,14,9,5,14,4,5,8,7,10,73,0,5,11,3,8,0,3,0,5,10,10,15,14,0,10,3,32,0,21,9,8608
"Kazakh","Eurasia",9,10,8,10,16,6,0,27,0,0,16,0,11,38,0,4,4,3,8,0,0,0,0,8,7,8,6,6,4,0,17,5,22,3,8353
"Maltese","Eurasia",9,3,2,0,2,2,9,16,2,2,3,6,2,32,0,3,4,0,10,2,5,0,0,0,9,8,8,0,7,2,18,0,7,3,5642
"Lundayeh","Papunesia",1,0,0,0,9,2,7,9,1,3,0,0,2,45,2,1,10,0,8,14,4,0,0,0,8,2,4,0,6,8,41,2,9,4,9385
"Japanese","Eurasia",76,22,0,0,42,0,61,86,0,0,43,63,17,215,0,68,0,0,37,0,35,0,0,27,53,17,16,0,20,25,61,0,68,0,54215
"Japanese","Eurasia",53,17,14,0,36,24,35,66,0,0,39,52,0,169,13,44,0,0,22,0,27,0,19,26,32,14,20,0,16,17,58,0,44,15,40964
"Japanese","Eurasia",128,0,24,0,64,51,50,160,0,0,47,47,24,283,0,66,36,0,96,0,73,0,0,33,54,51,45,0,38,22,74,22,131,55,77971
"Japanese","Eurasia",20,5,0,5,16,19,23,125,0,14,20,8,0,99,10,12,0,4,70,13,14,0,0,5,27,18,9,0,12,0,71,0,35,8,23739
"Japanese","Eurasia",12,0,3,3,15,11,10,79,0,3,12,3,0,103,0,17,0,0,37,4,10,0,0,0,35,0,6,7,14,0,37,0,36,5,19945
"Japanese","Eurasia",165,38,0,37,77,60,105,251,0,0,46,80,0,484,0,99,44,0,141,0,105,0,0,45,92,69,92,0,50,40,94,0,165,50,119718
"Japanese","Eurasia",184,0,42,0,73,61,105,302,0,0,67,78,0,503,33,112,52,0,113,0,106,0,0,58,95,84,99,0,49,36,101,58,212,63,131523
"Japanese","Eurasia",124,0,22,0,53,42,61,143,19,0,43,43,24,237,28,67,31,0,57,0,57,0,0,30,51,50,40,17,35,0,68,19,83,37,66226
"Japanese","Eurasia",23,0,0,6,19,13,22,47,0,0,18,14,11,102,0,19,0,0,14,0,25,0,0,0,17,9,22,0,0,0,13,9,44,12,22493
"Japanese","Eurasia",11,0,0,4,3,5,9,37,4,0,6,17,0,30,0,8,3,6,10,0,3,0,0,0,8,0,3,0,0,7,11,0,10,4,8737
"Japanese","Eurasia",31,0,0,10,21,13,24,31,0,6,15,16,12,60,0,23,10,0,12,0,16,0,0,8,15,10,13,0,11,0,24,7,23,17,18978
"Japanese","Eurasia",20,0,0,3,5,0,11,40,0,0,6,11,0,54,0,11,0,0,15,3,21,0,0,3,16,0,0,0,0,3,24,0,18,4,16412
"Urdu","Eurasia",39,7,0,10,30,8,20,36,0,0,16,28,9,144,10,25,0,0,8,0,23,0,8,15,31,8,7,0,7,7,35,0,31,7,23070
"Kamba","Africa",1,1,0,0,0,1,8,5,1,0,2,0,3,19,1,4,0,3,2,0,0,0,0,0,5,5,2,0,3,1,9,5,0,0,5982
"German","Eurasia",9,6,0,4,0,8,7,34,0,0,10,13,0,22,4,14,4,0,21,8,9,0,0,5,21,6,16,0,0,9,14,0,9,5,16120
"Japanese","Eurasia",6,0,0,9,6,8,3,20,0,0,15,9,2,42,0,3,3,0,8,2,6,0,0,0,2,6,2,0,3,0,10,0,7,5,7364
"Japanese","Eurasia",12,0,0,8,12,14,5,45,0,5,8,9,0,37,0,3,0,0,15,3,8,0,0,0,8,5,11,0,6,0,23,0,14,4,10995
"Japanese","Eurasia",8,0,0,10,11,11,4,25,0,0,16,11,3,50,2,2,4,0,9,2,7,0,0,0,2,8,2,0,4,0,12,0,9,6,9609
"Japanese","Eurasia",48,0,0,9,30,26,36,92,0,19,18,15,9,166,13,13,0,0,96,0,37,0,0,8,40,36,20,0,21,0,57,19,42,24,35213
"Dutch","Eurasia",10,0,4,0,0,0,11,8,3,0,12,4,0,16,2,26,3,3,10,0,4,0,5,0,6,0,2,2,3,0,12,0,13,6,7409
"Kosraean","Papunesia",27,21,6,0,0,1,3,17,0,9,0,7,5,27,6,12,6,6,10,7,4,0,8,0,0,10,13,6,4,7,32,5,19,6,9146
"Korean","Eurasia",103,0,0,27,50,42,47,184,0,24,35,47,0,362,0,43,24,0,78,0,74,0,0,32,60,46,57,0,36,0,123,21,120,57,77706
"Kirghiz","Eurasia",20,0,0,17,13,27,12,49,0,0,7,5,13,64,4,8,4,5,15,0,5,0,0,14,10,12,14,17,4,0,42,0,39,0,18146
"Lakota","North America",42,7,0,0,28,0,32,5,2,0,4,24,6,74,0,7,0,7,49,11,8,0,6,7,5,24,10,8,28,6,121,0,68,0,20044
"Lamba","Africa",6,12,1,0,20,0,10,17,9,1,0,0,4,39,0,2,0,2,7,2,0,0,0,1,8,4,4,3,2,3,25,4,11,0,7780
"Polish","Eurasia",10,7,0,5,6,3,7,11,0,0,4,7,3,5,0,10,5,2,3,0,0,0,0,5,11,6,14,0,7,0,10,0,8,3,6929
"German","Eurasia",59,16,0,19,0,28,28,76,0,0,15,59,0,155,15,29,19,0,44,21,55,0,0,0,43,0,45,0,0,36,27,0,53,0,55320
"Polish","Eurasia",9,7,0,5,5,4,7,11,0,0,4,6,3,5,3,10,7,0,3,0,0,0,0,5,10,5,14,0,7,0,10,0,12,3,6625
"German","Eurasia",10,2,2,4,0,0,4,7,0,0,3,4,3,12,2,6,3,0,9,0,6,0,0,0,6,3,7,0,0,3,7,0,4,0,5480
"Latin","Eurasia",18,0,7,0,11,0,11,10,7,0,7,10,3,35,3,16,5,0,12,0,0,0,4,22,14,9,0,0,5,0,13,0,13,5,10965
"Latin","Eurasia",18,0,8,2,11,0,10,10,7,0,7,10,2,34,0,15,4,0,11,0,0,0,4,22,13,8,0,0,5,0,13,2,12,5,10093
"German","Eurasia",37,44,0,14,25,40,17,75,0,0,18,28,0,102,0,38,15,0,56,37,41,0,0,14,31,13,34,0,20,27,39,0,26,0,38203
"Spanish","Eurasia",13,0,0,6,16,5,21,22,0,0,16,22,8,42,0,21,13,0,7,9,10,0,9,5,11,8,50,6,5,0,26,0,12,5,16234
"Polish","Eurasia",11,4,4,3,0,0,3,7,0,0,2,4,0,14,0,11,0,0,4,0,4,0,0,0,8,5,4,0,4,0,12,3,18,2,6591
"Spanish","Eurasia",10,7,0,4,11,0,10,15,0,0,8,9,6,24,0,13,9,0,6,7,7,0,0,4,5,5,27,3,3,0,20,0,9,3,10456
"Mandarin Chinese","Eurasia",95,11,0,0,163,219,68,274,0,9,94,16,0,769,117,30,8,0,174,10,149,0,0,0,135,46,223,0,98,0,457,0,132,40,93943
"Mandarin Chinese","Eurasia",192,0,0,0,100,84,67,147,13,0,67,11,0,935,0,52,27,8,147,0,112,0,0,0,126,33,32,0,13,9,279,0,113,26,84422
"Lao","Eurasia",20,5,0,0,16,15,29,73,6,4,4,16,4,63,4,21,6,7,39,8,0,0,0,0,6,11,5,6,14,0,43,7,43,11,18123
"Lao","Eurasia",11,0,0,0,5,5,24,36,0,4,0,3,0,22,4,14,4,5,23,5,2,0,0,0,6,10,3,3,0,0,17,4,18,9,9208
"Lao","Eurasia",15,4,4,3,15,12,16,38,4,6,0,5,17,34,0,4,3,0,26,0,10,0,0,0,6,9,5,3,14,0,26,0,15,4,12000
"Irish","Eurasia",26,0,19,0,15,0,26,25,7,6,14,25,0,103,8,20,6,10,19,0,6,0,0,12,29,11,6,0,10,0,35,0,33,8,22368
"French","Eurasia",43,19,17,9,15,0,24,50,0,13,11,31,0,79,12,33,14,0,27,11,16,0,21,30,25,0,72,10,9,17,29,0,24,11,37068
"Latin","Eurasia",31,0,16,0,13,0,17,14,11,0,11,23,0,85,0,21,7,0,27,0,0,0,0,80,25,12,0,6,8,0,25,0,32,0,27178
"Latin","Eurasia",31,0,5,0,15,0,18,29,5,4,9,16,0,75,0,23,6,0,21,0,0,0,0,25,19,11,12,0,0,0,22,0,17,0,21645
"Latin","Eurasia",25,3,6,0,7,0,4,5,4,0,7,3,5,21,5,16,5,2,10,0,0,0,2,12,12,6,7,0,5,0,11,0,14,5,7640
"Latvian","Eurasia",3,0,0,0,3,6,8,3,3,4,0,0,0,23,0,15,0,4,0,3,7,0,4,2,14,0,0,0,15,0,6,5,19,0,10477
"Russian","Eurasia",20,4,0,0,8,5,4,21,2,5,4,9,0,23,0,5,5,0,7,0,3,0,2,3,8,10,16,0,5,0,11,0,15,3,8333
"Lithuanian","Eurasia",24,0,6,0,7,5,10,4,4,0,9,10,4,32,0,7,7,0,17,0,11,0,0,0,7,17,9,4,11,9,55,11,14,0,12128
"Lithuanian","Eurasia",24,0,6,0,7,5,10,4,4,0,9,10,4,31,0,8,7,0,17,0,10,0,0,0,6,17,9,4,11,9,54,11,14,0,11820
"Mandarin Chinese","Eurasia",31,26,20,0,25,15,51,187,0,0,0,0,0,154,0,12,15,0,74,0,45,0,0,20,42,53,34,23,49,0,76,0,94,34,49522
"Mandarin Chinese","Eurasia",32,9,13,0,11,0,34,88,30,0,17,0,0,165,0,66,19,0,47,16,22,0,0,0,10,45,12,26,32,0,67,0,73,20,44867
"Mandarin Chinese","Eurasia",41,11,12,0,0,0,33,93,32,11,21,0,0,176,0,26,20,0,48,21,26,0,0,10,0,53,18,36,30,0,70,0,82,22,49105
"Ganda","Africa",2,2,0,0,9,4,11,14,3,3,0,6,3,34,0,3,0,0,0,3,2,0,3,0,7,6,26,0,5,0,29,2,11,4,8066
"Luo","Africa",3,2,0,0,2,2,16,9,0,0,0,1,1,32,0,4,8,0,4,1,0,0,4,0,3,5,2,1,8,2,9,1,0,1,6570
"Masai","Africa",9,0,0,0,2,2,22,11,0,0,0,0,0,80,2,6,5,0,15,0,0,4,0,0,0,4,2,0,7,0,9,0,3,5,8213
"Spanish","Eurasia",18,0,4,5,9,0,20,7,5,0,12,16,0,58,0,22,8,4,7,0,0,0,6,0,5,6,14,0,4,0,31,0,20,6,12639
"Hungarian","Eurasia",30,9,0,9,8,8,10,25,0,9,8,15,0,36,0,13,0,0,16,9,15,0,0,0,24,10,12,0,6,0,25,0,15,0,18935
"Hungarian","Eurasia",9,5,0,7,3,8,4,12,0,5,7,8,3,11,0,6,4,0,6,5,8,0,0,4,7,4,10,0,4,0,13,4,10,3,7899
"Mandarin Chinese","Eurasia",47,29,19,0,0,0,45,86,16,12,23,16,10,150,0,31,19,11,38,26,39,0,15,0,14,55,17,68,14,0,78,0,60,47,42711
"Malayalam","Eurasia",9,0,3,0,5,3,21,31,8,6,0,0,3,71,3,16,8,5,0,0,0,0,0,3,10,14,9,13,10,0,20,5,3,4,11623
"Mambwe","Africa",64,21,3,3,4,4,17,50,7,4,5,21,24,185,0,19,2,20,25,3,15,0,8,0,42,10,19,3,10,0,78,4,19,0,22115
"Mandarin Chinese","Eurasia",4,5,3,8,8,5,5,39,0,3,0,10,4,41,2,2,4,2,27,10,12,0,2,2,0,3,8,5,2,0,37,0,12,3,7747
"Manipuri","Eurasia",3,5,1,0,0,0,15,0,0,0,1,2,0,17,0,3,4,3,1,0,2,0,0,4,1,4,2,0,0,1,9,0,1,8,5265
"French","Eurasia",52,14,12,0,19,21,27,61,0,12,9,24,0,120,0,38,14,0,25,0,26,0,16,20,38,10,42,0,16,10,27,0,35,10,39499
"Mapun","Papunesia",0,10,0,0,3,0,13,23,0,0,4,3,0,153,4,23,7,3,65,5,14,0,0,0,9,4,23,0,5,0,62,0,13,8,13985
"Marathi","Eurasia",7,21,7,6,11,0,21,32,0,17,0,19,0,38,0,16,17,25,6,0,12,0,4,12,4,9,0,7,8,0,26,0,15,0,13650
"Marshallese","Papunesia",11,6,0,0,19,4,12,16,0,0,6,10,4,50,0,11,0,6,28,11,3,0,0,3,0,14,7,4,3,0,32,3,6,3,12004
"Japanese","Eurasia",2,3,0,0,6,0,5,11,0,3,7,4,5,15,0,3,0,0,4,0,6,0,0,0,0,4,9,0,0,0,2,2,3,5,5844
"Mandarin Chinese","Eurasia",48,27,20,0,0,0,47,96,18,15,25,21,11,153,0,37,20,11,41,26,40,0,16,0,16,60,19,74,14,0,84,0,63,47,45188
"Mandarin Chinese","Eurasia",49,28,20,0,9,0,43,92,16,15,25,20,11,155,0,34,19,10,42,25,40,0,16,0,16,60,18,71,14,0,83,0,60,48,44411
"Polish","Eurasia",4,0,6,0,0,0,12,6,0,0,0,5,0,8,0,10,7,0,5,0,3,0,3,0,7,7,10,0,15,0,16,4,33,0,8349
"Danish","Eurasia",25,7,8,6,8,9,18,43,0,7,8,8,8,43,8,40,7,0,20,8,17,0,0,0,21,19,20,0,0,0,23,0,38,0,23378
"Swedish","Eurasia",7,0,3,0,7,3,7,13,4,5,6,6,3,8,0,13,5,0,7,0,3,0,0,3,7,0,14,0,7,0,7,0,14,0,8450
"German","Eurasia",16,0,4,3,0,0,5,5,0,0,8,7,6,20,0,14,6,0,6,0,7,0,4,5,8,0,5,0,0,4,21,0,4,0,7522
"Italian","Eurasia",14,13,5,0,14,0,21,12,6,0,6,16,0,42,7,16,9,6,6,0,6,0,7,6,8,0,28,6,6,0,33,0,11,0,13929
"Norwegian","Eurasia",24,9,0,8,0,5,11,24,0,7,5,10,7,32,6,29,10,0,17,0,15,0,0,0,24,11,10,0,7,0,15,0,18,0,19197
"Spanish","Eurasia",12,6,0,13,11,0,19,36,0,0,6,11,7,58,0,19,12,0,8,0,17,0,19,12,0,7,23,0,8,0,37,0,22,0,16947
"Polish","Eurasia",12,4,0,0,0,0,8,5,0,0,0,8,0,19,3,13,5,0,3,0,0,0,0,3,7,5,0,0,15,0,23,7,39,0,7765
"Italian","Eurasia",42,0,17,0,13,0,72,31,25,0,7,39,0,89,0,85,5,0,12,0,0,0,0,7,5,6,0,0,15,0,75,11,52,0,22077
"Italian","Eurasia",42,0,16,0,12,0,67,34,26,0,10,34,0,99,7,87,6,0,12,0,0,0,0,7,0,9,0,0,15,0,80,12,57,6,21802
"Hindi","Eurasia",9,14,5,0,6,0,13,28,0,9,6,0,0,38,0,9,0,12,6,11,6,0,0,6,12,15,0,12,11,0,20,0,36,13,14261
"Japanese","Eurasia",23,0,3,5,15,7,9,44,0,6,17,8,4,67,3,8,0,0,19,2,15,0,0,0,0,16,10,0,8,0,28,4,16,12,14288
"Italian","Eurasia",18,0,6,0,11,7,32,8,10,13,6,42,6,67,7,43,8,0,6,0,7,0,0,8,17,0,6,0,13,0,26,12,44,0,20039
"Afrikaans","Africa",6,0,3,0,0,3,6,5,2,0,5,3,0,11,0,8,4,0,6,0,4,0,0,2,6,3,7,0,3,0,3,0,9,5,5332
"Korean","Eurasia",35,0,0,0,17,17,23,39,0,0,10,19,12,117,0,23,14,0,11,0,33,0,0,8,10,12,21,9,12,12,26,0,48,20,31598
"Korean","Eurasia",6,3,0,0,0,1,2,4,0,0,0,2,0,6,0,2,0,0,0,0,5,0,0,0,2,0,4,2,0,0,2,0,4,1,5317
"Korean","Eurasia",100,25,0,0,45,33,51,135,0,27,24,53,24,336,0,67,38,0,67,0,83,0,0,23,58,54,72,22,33,32,99,22,116,62,82147
"Korean","Eurasia",97,26,0,0,46,31,55,142,0,24,24,56,23,336,0,112,38,0,70,0,66,0,0,21,60,55,65,0,37,33,99,0,121,62,82610
"Korean","Eurasia",13,0,0,0,6,0,12,27,4,0,3,5,0,34,0,7,0,0,10,3,5,0,0,0,12,6,2,0,4,0,13,0,20,4,13867
"Korean","Eurasia",58,0,0,0,30,20,34,78,0,0,25,21,0,200,0,34,30,0,33,0,45,0,0,25,39,32,29,0,18,21,52,19,80,52,50410
"Min Nan Chinese","Eurasia",7,0,0,0,3,0,2,12,0,0,0,8,0,30,0,3,4,0,21,10,3,0,4,3,0,3,1,0,2,1,10,2,7,1,5761
"Mandarin Chinese","Eurasia",24,0,6,0,8,9,23,43,0,7,12,16,0,108,0,28,6,5,10,0,20,0,0,8,24,10,6,10,9,0,37,0,30,0,19525
"Central Khmer","Eurasia",25,26,7,13,29,10,26,83,0,0,0,12,10,132,0,34,25,13,57,16,14,0,0,9,19,17,66,0,25,10,94,23,62,24,32806
"Swedish","Eurasia",2,2,0,0,0,0,2,5,0,0,0,2,0,8,0,3,0,0,2,1,2,0,0,0,3,0,1,0,0,0,0,0,2,0,5258
"Igbo","Africa",13,0,2,0,4,0,0,3,2,0,4,9,2,24,0,5,0,2,2,0,4,0,0,5,4,3,4,0,2,0,4,2,0,0,5188
"Western Yiddish","Eurasia",11,10,0,6,11,5,9,15,4,8,8,9,0,13,6,10,7,0,6,0,0,0,0,5,0,6,10,0,7,6,17,4,8,4,8892
"Portuguese","Eurasia",6,3,5,7,0,0,14,12,0,0,0,0,6,32,0,4,10,3,0,0,3,0,3,5,5,6,5,0,3,0,12,0,14,0,6841
"Burmese","Eurasia",8,6,0,0,5,3,15,7,3,6,0,6,0,42,0,6,10,0,6,0,3,0,0,4,4,0,5,0,8,0,7,4,5,0,12410
